date,type,url,title
01/20/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbbb,"Presentation to the House Appropriations Subcommittee - Financial Management Practices Performance Audit Report  - Caroline County Public Schools
                                                            



Related Report Dated 4/27/2010"
01/20/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbbd,"Presentation to the House Appropriations Subcommittee - Financial Management Practices Performance Audit Report  - Somerset County Public Schools
                                                            



Related Report Dated 3/25/2010"
12/31/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbc1,"Presentation to the Joint Audit Committee - Department of Health and Mental Hygiene - Department of Human Resources - Medical Assistance Program - Using the Federal Death Master File to Detect and Prevent Improper Payments
                                                            



Related Report Dated 12/2/2011"
12/31/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbc3,"Presentation to the Joint Audit Committee - Department of Health and Mental Hygiene - Mental Hygiene Administration
                                                            



Related Report Dated 7/12/2011"
12/31/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbc7,"Presentation to the Joint Audit Committee - Fraud Hotline Activity - OLA Results from Pursuing Allegations
                                                            



The reports referenced in this presentation are listed below.
Department of Transportation - State Highway Administration - Construction Inspection Services Contracts (11/21/2011)
Department of the Environment (11/21/2011)
Department of Transportation - State Highway Administration - Possible Conflicts of Interest Involving Certain Construction-Related Contracts (6/24/2011)
Department of Natural Resources (4/1/2011)"
12/31/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbc9,Presentation to the Joint Audit Committee - OLA Follow-up Process and Repeat Audit Findings
12/31/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbcd,"Presentation to the Joint Audit Committee - Summary of OLA Reports Issued and Recommended Committee Action - September 1, 2011 to November 30, 2011
                                                            



The reports referenced in this presentation are listed below.
Department of Transportation - State Highway Administration - Construction Inspection Services Contracts (11/21/2011)
Department of Labor, Licensing and Regulation - Office of the Secretary - Division of Administration - Division of Workforce Development and Adult Learning (10/4/2011)
Department of Human Resources - Child Support Enforcement Administration (9/1/2011)"
11/30/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbcf,"Presentation to the  Senate Finance Committee - Department of Health and Mental Hygiene - Developmental Disabilities Administration
                                                            



Related Report Dated 11/20/2009"
11/01/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbd1,"Presentation to the  Joint Committee on the Management of Public Funds - Monitoring of Local Government Audits
                                                            



Related Report Dated 8/26/2011"
11/01/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbd3,Presentation to the  Joint Committee on the Management of Public Funds - Summary Review Schedule - Local Government Audit Reports
09/20/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbd5,"Presentation to the Joint Audit Committee - Department of Human Resources - Child Support Enforcement Administration
                                                            



Related Report Dated 9/1/2011"
09/20/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbd7,"Presentation to the Joint Audit Committee - Department of Human Resources - Social Services Administration
                                                            



Related Report Dated 3/16/2011"
09/20/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbd9,"Presentation to the Joint Audit Committee - Department of Human Resources - Family Investment Administration
                                                            



Related Report Dated 2/9/2011"
09/20/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbdb,Presentation to the Joint Audit Committee - Internal Audit Function in State Agencies
09/20/2011,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbe5,"Presentation to the Joint Audit Committee - Summary of OLA Reports Issued and Recommended Committee Action - November 1, 2010 to August 31, 2011
                                                            



The reports referenced in this presentation are listed below.
Department of Health and Mental Hygiene - Office of the Secretary and Other Units (8/9/2011)
Department of Health and Mental Hygiene - Mental Hygiene Administration (7/12/2011)
Department of Transportation - State Highway Administration - Possible Conflicts of Interest Involving Certain Construction-Related Contracts (6/24/2011)
Department of Human Resources - Social Services Administration (3/16/2011)
Office of the Public Defender (2/10/2011)
Department of Human Resources - Family Investment Administration (2/9/2011)
Department of Human Resources - Office of the Secretary and Related Units (1/11/2011)
Department of General Services - Office of the Secretary and Other Units (1/6/2011)
Department of Health and Mental Hygiene - Medical Care Programs Administration (12/6/2010)"
03/05/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbe7,"Presentation to the House Appropriations Subcommittee - Department of Transportation - Maryland Transit Administration
                                                            



Related Report Dated 2/17/2012"
03/02/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbe7,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Transportation - Maryland Transit Administration
                                                            



Related Report Dated 2/17/2012"
02/27/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbeb,"Presentation to the House Appropriations Subcommittee - Department of Transportation - State Highway Administration - Special Reviews - Possible Conflict of Interest and Questionable Procurement Practices - Improper Use of Contract Funds 
                                                            



The reports referenced in this presentation are listed below.
Department of Transportation - State Highway Administration - Construction Inspection Services Contracts (11/21/2011)
Department of Transportation - State Highway Administration - Possible Conflicts of Interest Involving Certain Construction-Related Contracts (6/24/2011)"
02/24/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbeb,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Transportation - State Highway Administration - Special Reviews - Possible Conflict of Interest and Questionable Procurement Practices - Improper Use of Contract Funds 
                                                            



The reports referenced in this presentation are listed below.
Department of Transportation - State Highway Administration - Construction Inspection Services Contracts (11/21/2011)
Department of Transportation - State Highway Administration - Possible Conflicts of Interest Involving Certain Construction-Related Contracts (6/24/2011)"
02/13/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbef,"Presentation to the House Appropriations Subcommittee - Department of Health and Mental Hygiene - Mental Hygiene Administration
                                                            



Related Report Dated 7/12/2011"
02/10/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbef,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Health and Mental Hygiene - Mental Hygiene Administration
                                                            



Related Report Dated 7/12/2011"
02/06/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbf3,"Presentation to the House Appropriations Subcommittee - Department of Human Resources - Social Services Administration
                                                            



Related Report Dated 3/16/2011"
02/02/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbf3,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Human Resources - Social Services Administration
                                                            



Related Report Dated 3/16/2011"
02/06/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbf7,"Presentation to the House Appropriations Subcommittee - Department of Human Resources -Child Support Enforcement Administration
                                                            



Related Report Dated 9/1/2011"
02/02/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2bcc9d72387404dbf7,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Human Resources - Child Support Enforcement Administration
                                                            



Related Report Dated 9/1/2011"
01/17/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dbfb,"Presentation to the House Appropriations Full Committee - Department of Health and Mental Hygiene - Developmental Disabilities Administration
                                                            



Related Report Dated 11/20/2009"
01/12/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dbfb,"Presentation to the House Health and Government Operations Committee - Department of Health and Mental Hygiene - Developmental Disabilities Administration
                                                            



Related Report Dated 11/20/2009"
12/05/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dbff,"Presentation to the Joint Audit Committee - Department of Transportation - Maryland Aviation Administration
                                                            



Related Report Dated 11/16/2012"
12/05/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc01,"Presentation to the Joint Audit Committee - Department of Transportation - State Highway Administration
                                                            



Related Report Dated 11/16/2012"
12/05/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc03,"Presentation to the Joint Audit Committee - Department of Transportation - Maryland Transit Administration
                                                            



Related Report Dated 2/17/2012"
12/05/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc08,"Presentation to the Joint Audit Committee - Fraud Hotline Activity - OLA Results from Pursuing Allegations
                                                            



The reports referenced in this presentation are listed below.
Department of Transportation - State Highway Administration (11/15/2012)
Office of the Register of Wills - Baltimore City (10/12/2012)
University System of Maryland - University of Maryland, Baltimore County (5/8/2012)
Department of Transportation - Maryland Transit Administration (2/17/2012)"
12/05/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc13,"Presentation to the Joint Audit Committee - Summary of Reports Issued and Recommended Committee Action - September 1, 2012 to November 30, 2012
                                                            



The reports referenced in this presentation are listed below.
Department of Transportation - Maryland Aviation Administration (11/16/2012)
Department of Transportation - State Highway Administration (11/15/2012)
Baltimore City Public School System (9/28/2012)
Department of Information Technology and Selected State Agencies - Information System Data Security (9/27/2012)"
11/08/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc15,"Presentation to the Joint Committee on the Management of Public Funds - Monitoring of Local Government Audits
                                                            



Related Report Dated 9/24/2012"
10/16/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc1d,"Presentation to the Joint Audit Committee - Department of Information Technology and Selected State Agencies - Information System Data Security
                                                            



Related Report Dated 9/27/2012"
10/16/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc1f,Presentation to the Joint Audit Committee - Follow-up Process and Repeat Audit Findings
10/16/2012,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc25,"Presentation to the Joint Audit Committee - Summary of Reports Issued and Recommended Committee Action - December 1, 2011 to August 31, 2012
                                                            



The reports referenced in this presentation are listed below.
Department of Human Resources - Local Department Operations (5/16/2012)
Department of Transportation - Maryland Transit Administration (2/17/2012)
Department of Health and Mental Hygiene - Department of Human Resources - Medical Assistance Program - Using the Federal Death Master File to Detect and Prevent Medicaid Payments Attributable to Deceased Individuals (12/2/2011)"
03/07/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc27,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Health and Mental Hygiene - Health Regulatory Commissions
                                                            



Related Report Dated 1/7/2013"
02/27/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc27,"Presentation to the House Appropriations Subcommittee - Department of Health and Mental Hygiene - Health Regulatory Commissions
                                                            



Related Report Dated 1/7/2013"
02/28/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc2b,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Transportation - State Highway Administration  
                                                            



Related Report Dated 11/15/2012"
02/27/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc2b,"Presentation to the House Appropriations Subcommittee - Department of Transportation - State Highway Administration  
                                                            



Related Report Dated 11/15/2012"
01/30/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc2f,"Presentation to the House Appropriations Subcommittee - Department of Human Resources - Local Department Operations
                                                            



Related Report Dated 5/16/2012"
01/24/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc2f,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Human Resources - Local Department Operations
                                                            



Related Report Dated 5/16/2012"
01/29/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc39,"Presentation to the Commission on Cybersecurity Innovation and Excellence - Department of Information Technology and Selected State Agencies - Information System Data Security
                                                            



Related Report Dated 9/27/2012"
11/19/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc3b,"Presentation to the Joint Audit Committee - Department of Health and Mental Hygiene - Developmental Disabilities Administration
                                                            



Related Report Dated 10/2/2013"
11/19/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc3d,"Presentation to the Joint Audit Committee - Department of General Services - Office of Procurement and Logistics
                                                            



Related Report Dated 11/8/2013"
11/19/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc3f,"Presentation to the Joint Audit Committee - Update on the Board of Liquor License Commissioners for Baltimore City Corrective Action Plan
                                                            



Related Report Dated 3/28/2013"
11/19/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc41,Presentation to the Joint Audit Committee - Follow-up Process and Repeat Audit Findings
11/19/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc44,"Presentation to the Joint Audit Committee - Summary of Reports Issued and Recommended Committee Action - September 1, 2013 to October 31, 2013 
                                                            



The reports referenced in this presentation are listed below.
Maryland Higher Education Commission (10/29/2013)
Department of Health and Mental Hygiene - Developmental Disabilities Administration (10/2/2013)"
09/10/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc46,"Presentation to the Joint Audit Committee - Board of Liquor License Commissioners for Baltimore City (Performance)
                                                            



Related Report Dated 3/28/2013"
09/10/2013,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc4b,"Presentation to the Joint Audit Committee - Summary of Reports Issued and Recommended Committee Action - December 1, 2012 to August 31, 2013 
                                                            



The reports referenced in this presentation are listed below.
Military Department (5/30/2013)
Board of Liquor License Commissioners for Baltimore City (3/28/2013)
Department of Assessments and Taxation - Homestead Property Tax Credits (2/28/2013)
Department of Health and Mental Hygiene - Health Regulatory Commissions (1/7/2013)"
02/18/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc4d,"Presentation to the Senate Budget and Taxation Full Committee - Department of Health and Mental Hygiene - Developmental Disabilities Administration
                                                            



Related Report Dated 10/2/2013"
02/17/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc4d,"Presentation to the House Appropriations Subcommittee - Department of Health and Mental Hygiene - Developmental Disabilities Administration
                                                            



Related Report Dated 10/2/2013"
02/24/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc51,"Presentation to the House Appropriations Subcommittee - State Department of Assessments and Taxation
                                                            



Related Report Dated 12/16/2013"
02/20/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ccc9d72387404dc51,"Presentation to the Senate Budget and Taxation Subcommittee - State Department of Assessments and Taxation
                                                            



Related Report Dated 12/16/2013"
02/27/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc55,"Presentation to the Senate Budget and Taxation Subcommittee - Department of General Services - Office of Procurement and Logistics
                                                            



Related Report Dated 11/8/2013"
02/26/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc55,"Presentation to the House Appropriations Subcommittee - Department of General Services - Office of Procurement and Logistics
                                                            



Related Report Dated 11/8/2013"
03/05/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc59,"Presentation to the House Appropriations Subcommittee - University System of Maryland - Coppin State University
                                                            



Related Report Dated 11/18/2013"
02/27/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc59,"Presentation to the Senate Budget and Taxation Subcommittee - University System of Maryland - Coppin State University
                                                            



Related Report Dated 11/18/2013"
12/09/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc5d,"Presentation to the Joint Audit Committee - Maryland Insurance Administration
                                                            



Related Report Dated 11/20/2014"
12/09/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc5f,"Presentation to the Joint Audit Committee - University System of Maryland - University of Maryland Eastern Shore 
                                                            



Related Report Dated 11/7/2014"
12/09/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc61,Presentation to the Joint Audit Committee - Follow-up Process and Repeat Audit Findings
12/09/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc6f,"Presentation to the Joint Audit Committee - Summary of Reports Issued and Recommended Committee Action - November 1, 2013 to November 30, 2014 
                                                            



The reports referenced in this presentation are listed below.
Maryland Insurance Administration (11/20/2014)
Uninsured Employers' Fund (11/7/2014)
University System of Maryland - University of Maryland Eastern Shore (11/7/2014)
Maryland Department of Aging (7/1/2014)
Department of Juvenile Services (5/15/2014)
Department of Health and Mental Hygiene - Medical Care Programs Administration (4/25/2014)
State Corporate Purchasing Card Program (3/26/2014)
State Board of Elections (3/24/2014)
State Department of Assessments and Taxation (12/16/2013)
Department of General Services - Office of Procurement and Logistics (11/8/2013)"
10/15/2014,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc71,"Presentation to the Joint Committee on the Management of Public Funds - Monitoring of Local Government Audits 
                                                            



Related Report Dated 9/11/2014"
03/09/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc73,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Health and Mental Hygiene - Office of the Secretary and Other Units
                                                            



Related Report Dated 2/19/2015"
03/05/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc73,"Presentation to the House Appropriations Subcommittee - Department of Health and Mental Hygiene - Office of the Secretary and Other Units
                                                            



Related Report Dated 2/19/2015"
03/06/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc77,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Transportation - Maryland Transit Administration
                                                            



Related Report Dated 2/13/2015"
03/04/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc77,"Presentation to the House Appropriations Subcommittee - Department of Transportation - Maryland Transit Administration
                                                            



Related Report Dated 2/13/2015"
03/06/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc7b,"Presentation to the Senate Budget and Taxation Subcommittee - Department of Transportation - Maryland Transit Administration - Interagency Agreements with Towson University (Special Review)
                                                            



Related Report Dated 2/3/2015"
03/04/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc7b,"Presentation to the House Appropriations Subcommittee - Department of Transportation - Maryland Transit Administration - Interagency Agreements with Towson University (Special Review)
                                                            



Related Report Dated 2/3/2015"
03/05/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc7f,"Presentation to the Senate Budget and Taxation Subcommittee - University System of Maryland - University of Maryland Eastern Shore
                                                            



Related Report Dated 11/7/2014"
03/04/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc7f,"Presentation to the House Appropriations Subcommittee - University System of Maryland - University of Maryland Eastern Shore
                                                            



Related Report Dated 11/7/2014"
03/02/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc83,"Presentation to the House Appropriations Subcommittee - Maryland Insurance Administration
                                                            



Related Report Dated 11/20/2014"
02/23/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc83,"Presentation to the Senate Budget and Taxation Subcommittee - Maryland Insurance Administration
                                                            



Related Report Dated 11/20/2014"
01/28/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc87,"Presentation to the Senate Judicial Proceedings Full Committee - Office of the Public Defender
                                                            



Related Report Dated 8/21/2014"
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc89,"Presentation to the Joint Audit Committee - Department of Public Safety and Correctional Services - Office of the Secretary and Other Units
                                                            



Related Report Dated 11/18/2015"
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc8b,"Presentation to the Joint Audit Committee - Department of Public Safety and Correctional Services - Division of Parole and Probation - Probation Intake and Fee Assessment Processes
                                                            



Related Report Dated 11/30/2015"
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc8d,"Presentation to the Joint Audit Committee - Department of State Police
                                                            



Related Report Dated 11/23/2015"
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc8f,Presentation to the Joint Audit Committee - Proposed Changes to Laws Impacting the Office of Legislative Audits - Fiscal Compliance Audits
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc91,Presentation to the Joint Audit Committee - Proposed Changes to Laws Impacting the Office of Legislative Audits - Performance Audits or Special Reviews
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc93,Presentation to the Joint Audit Committee - Proposed Changes to Laws Impacting the Office of Legislative Audits - Various Changes Not Significantly Impacting Current Resources
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2dcc9d72387404dc95,Presentation to the Joint Audit Committee - Proposed Changes to Laws Impacting the Office of Legislative Audits - Fiscal Compliance Audits Designated for a Three-Year Audit Cycle
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dc97,Presentation to the Joint Audit Committee - Follow-up Process and Repeat Audit Findings
12/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dca0,"Presentation to the Joint Committee on the Management of Public Funds - Monitoring of Local Government Audits 
                                                            



Related Report Dated 9/15/2015"
11/03/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dca3,"Presentation to the Joint Audit Committee - Video Lottery Operations Revenue - Small, Minority, and Women-Owned Businesses Account
                                                            



Related Report Dated 10/23/2015"
11/03/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dca5,"Presentation to the Joint Audit Committee - Department of Business and Economic Development
                                                            



Related Report Dated 10/9/2015"
11/03/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dca7,"Presentation to the Joint Audit Committee - Department of Human Resources - Local Department Operations
                                                            



Related Report Dated 7/24/2015"
09/09/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dca9,"Presentation to the Senate Finance Committee and the Senate Budget and Taxation Subcommittee - Department of Human Resources - Child Support Enforcement Administration
                                                            



Related Report Dated 6/26/2015"
09/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dcab,"Presentation to the Joint Audit Committee - Department of Transportation - Maryland Transit Administration - Interagency Agreements with Towson University (Special Review)
                                                            



Related Report Dated 2/3/2015"
09/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dcad,"Presentation to the Joint Audit Committee - Department of Transportation - Maryland Transit Administration
                                                            



Related Report Dated 2/13/2015"
09/08/2015,Presentations to the Legislature,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a9daf2ecc9d72387404dcb2,"Presentation to the Joint Audit Committee - Summary of Reports Issued and Recommended Committee Action - December 1, 2014 to July 31, 2015
                                                            



The reports referenced in this presentation are listed below.
Department of Human Resources - Local Department Operations (7/24/2015)
Department of Human Resources - Child Support Enforcement Administration (6/26/2015)
Department of Health and Mental Hygiene - Office of the Secretary and Other Units (2/19/2015)
Department of Transportation - Maryland Transit Administration (2/13/2015)
Department of Transportation - Maryland Transit Administration - Interagency Agreements with Towson University (2/3/2015)"
